content_bite_id,content_bite_title,content_description,module_id,module_name,mentor_id
364,Bikin Microblog dari Nol! (Bagian 2),"",47,Branding 101: Dari Emotional Branding hingga Microblogging!,25
349,Menarik Perhatian Pelanggan Melalui Branding,"",47,Branding 101: Dari Emotional Branding hingga Microblogging!,25
358,Apa Itu Digital Branding,"",47,Branding 101: Dari Emotional Branding hingga Microblogging!,25
363,Bikin Microblog dari Nol! (Bagian 1),"",47,Branding 101: Dari Emotional Branding hingga Microblogging!,25
360,Cara Mengedukasi Audiens Tapi Ga Bosenin? Microblogging!,"",47,Branding 101: Dari Emotional Branding hingga Microblogging!,25
365,Cara Branding yang akan Menyentuh Audiens Secara Emosional!,"",47,Branding 101: Dari Emotional Branding hingga Microblogging!,25
367,Cara Emotional Branding dengan Mudah! (Bagian 1),"",47,Branding 101: Dari Emotional Branding hingga Microblogging!,25
353,Pentingnya Melakukan Re-branding,"",47,Branding 101: Dari Emotional Branding hingga Microblogging!,25
278,Pembuatan & pengembangan produk! (Bagian 2) ,"",41,Pentingnya Manajemen Relasi dalam Membangun Bisnis Baru,26
281,Pihak jaringan penjualan (Bagian 1),"",41,Pentingnya Manajemen Relasi dalam Membangun Bisnis Baru,26
287,"Tips: mindset tepat, bisnis bisa tumbuh pesat!","",41,Pentingnya Manajemen Relasi dalam Membangun Bisnis Baru,26
283,Ini baru namanya kerabat bermanfaat! Bangun bisnis bareng partners!,"",41,Pentingnya Manajemen Relasi dalam Membangun Bisnis Baru,26
285,Bagaimana membagi tugas dengan partner bisnis kita? ,"",41,Pentingnya Manajemen Relasi dalam Membangun Bisnis Baru,26
280,Tim operasional produksi,"",41,Pentingnya Manajemen Relasi dalam Membangun Bisnis Baru,26
279,Memilih pabrik seperti pilih pasangan – banyak tantangan!,"",41,Pentingnya Manajemen Relasi dalam Membangun Bisnis Baru,26
284,Partner seperti apa yang tepat untuk bisnis saya?,"",41,Pentingnya Manajemen Relasi dalam Membangun Bisnis Baru,26
276,Pentingnya manajemen relasi dalam bisnis        ,"",41,Pentingnya Manajemen Relasi dalam Membangun Bisnis Baru,26
288,Apa kamu siap mengatur relasi untuk membangun bisnismu?,"",41,Pentingnya Manajemen Relasi dalam Membangun Bisnis Baru,26
286,Konflik itu wajar – bagaimana navigasinya?,"",41,Pentingnya Manajemen Relasi dalam Membangun Bisnis Baru,26
277,Pembuatan & pengembangan produk! (Bagian 1)        ,"",41,Pentingnya Manajemen Relasi dalam Membangun Bisnis Baru,26
282,Pihak jaringan penjualan (Bagian 2),"",41,Pentingnya Manajemen Relasi dalam Membangun Bisnis Baru,26
295,Personal Branding? Apa sih itu?,"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
305,Menciptakan sebuah Personal Brand yang jitu!,"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
309,Memaksimalkan aset digitalmu dengan memanfaatkan aktifitasmu,"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
299,Kamu itu Penting! Utamakan dirimu terlebih dahulu,"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
310,Apa kamu siap untuk menciptakan Personal Brandmu?,"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
302,Elemen kedua: Social Proof,"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
296,Memang Personal Brand berbeda ya dengan Business Brand?,"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
298,Pentingnya untuk berkata tidak,"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
311,Personal Brandmu perlu strategi pertumbuhan juga!,"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
300,Elemen pertama: Personal Proof (Part 1),"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
304,Elemen keempat: Recognition,"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
303,Elemen ketiga: Association,"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
297,Personal Branding: Persyaratan Untuk Sukses,"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
306,Membangun Aset Digital Kamu (Part 1),"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
307,Membangun Aset Digital Kamu (Part 2),"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
308,Membangun Aset Digital Kamu (Part 3),"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
301,Elemen pertama: Personal Proof (Part 2),"",43,Personal Branding 101 untuk masa depan yang cemerlang!,29
338,Apa sih Copywriting?,"",46,Cara pemakaian copywriting untuk pemasaran bisnis yang lebih hebat!,32
345,Mau pembeli lebih banyak? Yuk buat Buyer Persona!,"",46,Cara pemakaian copywriting untuk pemasaran bisnis yang lebih hebat!,32
339,Apa sih sebenarnya tujuan dari Copywriting?,"",46,Cara pemakaian copywriting untuk pemasaran bisnis yang lebih hebat!,32
346,Meraih pelanggan Kamu menggunakan media yang tepat,"",46,Cara pemakaian copywriting untuk pemasaran bisnis yang lebih hebat!,32
342,Mengenali teknik-teknik menulis dalam copywriting,"",46,Cara pemakaian copywriting untuk pemasaran bisnis yang lebih hebat!,32
343,Gaya Bahasa: Apa sih pentingnya? (Bagian 1),"",46,Cara pemakaian copywriting untuk pemasaran bisnis yang lebih hebat!,32
344,Gaya Bahasa: Apa sih pentingnya? (Bagian 2),"",46,Cara pemakaian copywriting untuk pemasaran bisnis yang lebih hebat!,32
347,Praktek membuat copywriting untuk bisnis,"",46,Cara pemakaian copywriting untuk pemasaran bisnis yang lebih hebat!,32
348,Etika copywriting dan penutup!,"",46,Cara pemakaian copywriting untuk pemasaran bisnis yang lebih hebat!,32
340,"Struktur kuat, semua bisa dibuat","",46,Cara pemakaian copywriting untuk pemasaran bisnis yang lebih hebat!,32
341,"Formula dasar ada, copywriting jadi mudah","",46,Cara pemakaian copywriting untuk pemasaran bisnis yang lebih hebat!,32
185,Jonathan Sudharta: Jatuh cinta dengan masalah yang tepat,"",3,Inspirasi dan cerita mentor,33
182,"Mengenal Jonathan Sudharta, pionir HealthTech Indonesia","",3,Inspirasi dan cerita mentor,33
183,Jonathan Sudharta: Mendalami passion,"",3,Inspirasi dan cerita mentor,33
184,Jonathan Sudharta: Peran penting seorang mentor,"",3,Inspirasi dan cerita mentor,33
207,Mengenal Cempaka Asriani dari SARE Studio,"",3,Inspirasi dan cerita mentor,34
205,Mau wawasan lengkap? Hanya dari mengolah data bisnismu!,"",31,"Membangun bisnis fashion dengan landasan kuat - tren, pasar, dan data!",34
206,Apa Kamu siap untuk membaca trend di bisnis fashion?,"",31,"Membangun bisnis fashion dengan landasan kuat - tren, pasar, dan data!",34
204,Manfaat analisa data untuk masa depan bisnismu,"",31,"Membangun bisnis fashion dengan landasan kuat - tren, pasar, dan data!",34
201,Kesempatan dalam kesempitan! Mencari celah pasar untuk bisnis fashion kita,"",31,"Membangun bisnis fashion dengan landasan kuat - tren, pasar, dan data!",34
199,Lebih cocok jadi trendsetter atau follower sih di Indonesia?,"",31,"Membangun bisnis fashion dengan landasan kuat - tren, pasar, dan data!",34
203,Mau tau apa yang bisa mendorong pembelian produkmu?,"",31,"Membangun bisnis fashion dengan landasan kuat - tren, pasar, dan data!",34
202,Mendefinisikan pelanggan yang ideal untuk bisnis Fashion Kamu!,"",31,"Membangun bisnis fashion dengan landasan kuat - tren, pasar, dan data!",34
198,Rahasia sukses di dunia fashion!,"",31,"Membangun bisnis fashion dengan landasan kuat - tren, pasar, dan data!",34
200,Sumber informasi trend fashion dan cara mengolahnya,"",31,"Membangun bisnis fashion dengan landasan kuat - tren, pasar, dan data!",34
209,Pentingnya bekerja keras,"",32,Pentingnya Bekerja Keras untuk Meraih Mimpi dengan Arnold Poernomo,35
211,Pentingnya belajar seumur hidup,"",32,Pentingnya Bekerja Keras untuk Meraih Mimpi dengan Arnold Poernomo,35
210,Pentingnya tumbuh bersama dalam komunitas,"",32,Pentingnya Bekerja Keras untuk Meraih Mimpi dengan Arnold Poernomo,35
220,Menanggapi masukan: Membuat solusi dan beraksi,"",33,Customer service kuat untuk branding & bisnis yang kuat!,37
217,Komponen CS yang tidak kalah penting -  Budaya Internal,"",33,Customer service kuat untuk branding & bisnis yang kuat!,37
218,Cara komunikasi internal untuk customer service lebih baik!,"",33,Customer service kuat untuk branding & bisnis yang kuat!,37
216,Berkomunikasi tanpa berbicara? Bisa!,"",33,Customer service kuat untuk branding & bisnis yang kuat!,37
222,Siap untuk menerapkan sistem customer service efektif,"",33,Customer service kuat untuk branding & bisnis yang kuat!,37
215,Cara untuk berkomunikasi dengan baik dan benar,"",33,Customer service kuat untuk branding & bisnis yang kuat!,37
219,Menanggapi masukan: Mendengar dan memberi reaksi pertama,"",33,Customer service kuat untuk branding & bisnis yang kuat!,37
221,Case Study Customer Service bareng Elwi,"",33,Customer service kuat untuk branding & bisnis yang kuat!,37
214,Rahasia sukses berjualan Customer service yang baik!,"",33,Customer service kuat untuk branding & bisnis yang kuat!,37
337,Apa kamu siap membangun bisnis skincaremu sendiri?,"",45,Langkah awal dalam memulai bisnis skincaremu sendiri!,38
330,Cara baru menentukan pasar sasaran!,"",45,Langkah awal dalam memulai bisnis skincaremu sendiri!,38
331,"Produk perdana, pentingnya bukan main!","",45,Langkah awal dalam memulai bisnis skincaremu sendiri!,38
334,Memanusiakan brandmu!,"",45,Langkah awal dalam memulai bisnis skincaremu sendiri!,38
332,Membuat produk pertamamu!,"",45,Langkah awal dalam memulai bisnis skincaremu sendiri!,38
336,Rahasia industri: Seni kolaborasi,"",45,Langkah awal dalam memulai bisnis skincaremu sendiri!,38
335,"Usaha tulus, semua mulus!","",45,Langkah awal dalam memulai bisnis skincaremu sendiri!,38
333,"Produk sudah ada, yuk promosikan pada pembeli!","",45,Langkah awal dalam memulai bisnis skincaremu sendiri!,38
329,Mulai dari nol! Cara membangun bisnis skincare dari awal!,"",45,Langkah awal dalam memulai bisnis skincaremu sendiri!,38
793,Berbisnis di media sosial,"",112,Kekuatan media sosial dalam meningkatkan performa bisnis,38
800,Cara handle komentar negatif di media sosial,"",112,Kekuatan media sosial dalam meningkatkan performa bisnis,38
801,Kesimpulan dari Michella Ham,"",112,Kekuatan media sosial dalam meningkatkan performa bisnis,38
794,Brainstorming dengan tim,"",112,Kekuatan media sosial dalam meningkatkan performa bisnis,38
798,Pentingnya punya customer service untuk bisnismu,"",112,Kekuatan media sosial dalam meningkatkan performa bisnis,38
795,Mengenal berbagai platform media sosial,"",112,Kekuatan media sosial dalam meningkatkan performa bisnis,38
799,Menanggapi berbagai komentar di media sosial,"",112,Kekuatan media sosial dalam meningkatkan performa bisnis,38
796,Cara merancang planning media sosial,"",112,Kekuatan media sosial dalam meningkatkan performa bisnis,38
797,Tips agar punya engagement rate tinggi di media sosial,"",112,Kekuatan media sosial dalam meningkatkan performa bisnis,38
252,Cek kualitas produk kamu sebelum dijual ala THENBLANK,"",38,Aspek-aspek penting ketika membuat brand fashion pertamamu!,43
253,Sebelum mulai berjualan...,"",38,Aspek-aspek penting ketika membuat brand fashion pertamamu!,43
256,Apakah masih penting punya toko offline? (Bagian 2),"",38,Aspek-aspek penting ketika membuat brand fashion pertamamu!,43
255,Apakah masih penting punya toko offline? (Bagian 1),"",38,Aspek-aspek penting ketika membuat brand fashion pertamamu!,43
257,Kolaborasi untuk prestasi!,"",38,Aspek-aspek penting ketika membuat brand fashion pertamamu!,43
249,Mulai dulu - buat usaha fashion pertama kamu,"",38,Aspek-aspek penting ketika membuat brand fashion pertamamu!,43
250,Gimana sih saya bisa reselling dengan sukses?,"",38,Aspek-aspek penting ketika membuat brand fashion pertamamu!,43
251,Produksi sendiri barang-barang untuk dijual? Siapa takut!,"",38,Aspek-aspek penting ketika membuat brand fashion pertamamu!,43
258,Apakah Kamu siap membangun bisnis fashion pertamamu?,"",38,Aspek-aspek penting ketika membuat brand fashion pertamamu!,43
254,Tips & trick menentukan dan mengatur toko baju online kalian,"",38,Aspek-aspek penting ketika membuat brand fashion pertamamu!,43
832,Menaikkan wawasan yang di dapat dari Instagram kita,"",117,Langkah awal dalam memulai bisnis fashion ala Mutiara Kamila,43
828,Langkah-langkah yang perlu diambil untuk membangun brand-mu sendiri,"",117,Langkah awal dalam memulai bisnis fashion ala Mutiara Kamila,43
829,Cara mendapatkan pelanggan pertama,"",117,Langkah awal dalam memulai bisnis fashion ala Mutiara Kamila,43
827,Cara membangun bisnis yang berkelanjutan,"",117,Langkah awal dalam memulai bisnis fashion ala Mutiara Kamila,43
826,Apa itu reseller?,"",117,Langkah awal dalam memulai bisnis fashion ala Mutiara Kamila,43
830,Sistem produksi ketika memulai sebuah bisnis fashion,"",117,Langkah awal dalam memulai bisnis fashion ala Mutiara Kamila,43
831,Cara THENBlank merealisasikan konsep economic sustainability,"",117,Langkah awal dalam memulai bisnis fashion ala Mutiara Kamila,43
825,Awal mula perjalananan Mutiara Kamila membangun bisnis fashion,"",117,Langkah awal dalam memulai bisnis fashion ala Mutiara Kamila,43
242,Peluang digitalisasi bagi koperasi dan UMKM,"",36,"Perjalanan Digitalisasi UMKM dengan Teten Masduki, Menteri UMKM dan Koperasi",44
241,Ketahanan UMKM Indonesia,"",36,"Perjalanan Digitalisasi UMKM dengan Teten Masduki, Menteri UMKM dan Koperasi",44
243,Langkah digitalisasi UMKM,"",36,"Perjalanan Digitalisasi UMKM dengan Teten Masduki, Menteri UMKM dan Koperasi",44
244,Kolaborasi dalam perjalanan menuju UMKM digital,"",36,"Perjalanan Digitalisasi UMKM dengan Teten Masduki, Menteri UMKM dan Koperasi",44
247,Memecahkan hambatan melalui teknologi,"",37,"Perjalanan Menuju Indonesia Digital, Bersama Rachmat Kaimuddin, CEO Bukalapak",45
248,Membangun komunitas dan ekosistem,"",37,"Perjalanan Menuju Indonesia Digital, Bersama Rachmat Kaimuddin, CEO Bukalapak",45
246,Bangkit dari kegagalan,"",37,"Perjalanan Menuju Indonesia Digital, Bersama Rachmat Kaimuddin, CEO Bukalapak",45
264,Speed vs. Quality dalam Eksekusi,"",39,Menjelajahi arti seorang pemimpin muda dengan Putri Tanjung,46
262,Arti Menjadi Pengusaha Bagi Putri Tanjung,"",39,Menjelajahi arti seorang pemimpin muda dengan Putri Tanjung,46
263,Cara Putri Tanjung Membentuk Visi Perusahaan,"",39,Menjelajahi arti seorang pemimpin muda dengan Putri Tanjung,46
261,Menjadi Pemimpin Muda yang Agile,"",39,Menjelajahi arti seorang pemimpin muda dengan Putri Tanjung,46
268,Menciptakan sebuah sistem franchise,"",40,A ke Z untuk Franchising bisnis F&B,47
267,Langkah awal buat sistem franchise: Urus kebutuhan legalitas,"",40,A ke Z untuk Franchising bisnis F&B,47
266,"Biar bisa ekspansi bisnis, harus tau apa aja?","",40,A ke Z untuk Franchising bisnis F&B,47
270,Evolusi manajemen dan organisasi SDM ketika berfranchise,"",40,A ke Z untuk Franchising bisnis F&B,47
273,Cara memastikan tim mematuhi SOP dan lolos QC,"",40,A ke Z untuk Franchising bisnis F&B,47
272,Mengelola stok di banyak lokasi tanpa pusing,"",40,A ke Z untuk Franchising bisnis F&B,47
269,Bagaimana sih cara memilih dan memilah franchisee?,"",40,A ke Z untuk Franchising bisnis F&B,47
274,Customer retention untuk sebuah franchise,"",40,A ke Z untuk Franchising bisnis F&B,47
275,Apa kamu siap untuk membangun franchise sendiri?,"",40,A ke Z untuk Franchising bisnis F&B,47
271,Mencari supplier yang tepat untuk franchisemu,"",40,A ke Z untuk Franchising bisnis F&B,47
802,Perjalanan Danu Sofwan dalam berbisnis,"",113,Fundamental dalam membangun sebuah bisnis dari nol,47
808,Inovasi bisnis ala Radja Cendol,"",113,Fundamental dalam membangun sebuah bisnis dari nol,47
811,Strategi agar bisnis tidak merugi,"",113,Fundamental dalam membangun sebuah bisnis dari nol,47
803,Fundamental sebelum berbisnis,"",113,Fundamental dalam membangun sebuah bisnis dari nol,47
809,Dampak lokasi terhadap membangun sebuah usaha,"",113,Fundamental dalam membangun sebuah bisnis dari nol,47
810,Kebutuhan tim dan SDM untuk bisnis berkelanjutan,"",113,Fundamental dalam membangun sebuah bisnis dari nol,47
804,"Rumus menghadapi tantangan berbisnis, Part 1","",113,Fundamental dalam membangun sebuah bisnis dari nol,47
807,Elemen kunci sebuah bisnis,"",113,Fundamental dalam membangun sebuah bisnis dari nol,47
805,"Rumus menghadapi tantangan berbisnis, Part 2","",113,Fundamental dalam membangun sebuah bisnis dari nol,47
806,5 Siklus membangun bisnis,"",113,Fundamental dalam membangun sebuah bisnis dari nol,47
471,Cara jitu untuk memastikan bisnis tumbuh besar dengan sustainable,"",69,Membuat dan menembus pasar dengan identitas bisnis yang kuat,48
465,Apa sih sebenarnya Social Enterprise?,"",69,Membuat dan menembus pasar dengan identitas bisnis yang kuat,48
472,Apa Kamu siap mendistribusikan produkmu secara tepat?,"",69,Membuat dan menembus pasar dengan identitas bisnis yang kuat,48
469,"Pilih distribusi yang tepat, untuk penetrasi pasar yang cepat!","",69,Membuat dan menembus pasar dengan identitas bisnis yang kuat,48
467,Mengenal dan membuat pasar sendiri,"",69,Membuat dan menembus pasar dengan identitas bisnis yang kuat,48
466,Mengubah sebuah produk dari ide belaka menjadi kenyataan,"",69,Membuat dan menembus pasar dengan identitas bisnis yang kuat,48
468,Edukasi pasar - proses penting untuk menaikkan awareness!,"",69,Membuat dan menembus pasar dengan identitas bisnis yang kuat,48
470,Menggunakan reseller untuk melebarkan sayap penjualan,"",69,Membuat dan menembus pasar dengan identitas bisnis yang kuat,48
448,Case study identifikasi gap di supply & demand,"",65,Menciptakan bisnis dengan fokus kepada gap di supply & demand,49
454,Apa Kamu siap untuk memanfaatkan kesenjangan diantara supply & demand?,"",65,Menciptakan bisnis dengan fokus kepada gap di supply & demand,49
453,Logistik untuk bisnis yang baru mulai,"",65,Menciptakan bisnis dengan fokus kepada gap di supply & demand,49
447,Cara mengidentifikasi kesenjangan antara supply dan demand (Bagian 2),"",65,Menciptakan bisnis dengan fokus kepada gap di supply & demand,49
451,Strategi jual produk ala Artisan Professionel,"",65,Menciptakan bisnis dengan fokus kepada gap di supply & demand,49
446,Cara mengidentifikasi kesenjangan antara supply dan demand (Bagian 1),"",65,Menciptakan bisnis dengan fokus kepada gap di supply & demand,49
452,"Pendekatan dengan Retailers, bagaimana caranya?","",65,Menciptakan bisnis dengan fokus kepada gap di supply & demand,49
450,B2B atau B2C?,"",65,Menciptakan bisnis dengan fokus kepada gap di supply & demand,49
449,Tipe-tipe kanal distribusi,"",65,Menciptakan bisnis dengan fokus kepada gap di supply & demand,49
458,"Memilih target untuk penjualan, sehingga hasilnya ga cuma lumayan!","",68,Menciptakan dan memasarkan produk yang lekat di mata dan hati!,50
463,Sudah siap meluncurkan produk yang menarik mata dan pikiran?,"",68,Menciptakan dan memasarkan produk yang lekat di mata dan hati!,50
461,Aset marketing yang selaras dan unik,"",68,Menciptakan dan memasarkan produk yang lekat di mata dan hati!,50
462,Packaging dan bentuk produk dengan arti,"",68,Menciptakan dan memasarkan produk yang lekat di mata dan hati!,50
464,Strategi marketing yang membuat produkmu melekat di ingatan (Part 2),"",68,Menciptakan dan memasarkan produk yang lekat di mata dan hati!,50
457,"Bisnis siap meluncur, tapi mau diluncurin dimana nih?        ","",68,Menciptakan dan memasarkan produk yang lekat di mata dan hati!,50
459,Strategi marketing yang membuat produkmu melekat di ingatan (Part 1),"",68,Menciptakan dan memasarkan produk yang lekat di mata dan hati!,50
456,"Pilih model bisnis yang tepat, agar bisnis bisa naik cepat!        ","",68,Menciptakan dan memasarkan produk yang lekat di mata dan hati!,50
460,Visi misi bisnis yang tersalurkan lewat produk,"",68,Menciptakan dan memasarkan produk yang lekat di mata dan hati!,50
455,Apa sih sebenarnya yang bikin sebuah produk mudah dilihat?,"",68,Menciptakan dan memasarkan produk yang lekat di mata dan hati!,50
400,Awal mula sebuah bisnis - visi dan misi,"",52,Menciptakan bisnis F&B berdasarkan visi misi yang kuat,53
405,Cari supplier yang tepat sehingga bisnis tumbuh lebih pesat!,"",52,Menciptakan bisnis F&B berdasarkan visi misi yang kuat,53
401,Branding - memulai koneksi dengan para pelanggan!,"",52,Menciptakan bisnis F&B berdasarkan visi misi yang kuat,53
408,Pelajari cara memberikan after-sales service yang top!,"",52,Menciptakan bisnis F&B berdasarkan visi misi yang kuat,53
402,Jumpstart basis pelanggan - dari sekomplek hingga sekota!,"",52,Menciptakan bisnis F&B berdasarkan visi misi yang kuat,53
407,Punya fleet logistik sendiri? Bisa loh!,"",52,Menciptakan bisnis F&B berdasarkan visi misi yang kuat,53
